timestamp,exg1,exg2,srate
0,4776.808,-9371.998,512
0.001953125,4781.771,-9370.933,512
0.00390625,4766.448,-9377.677,512
0.005859375,4755.185,-9365.924,512
0.0078125,4756.085,-9360.9,512
0.009765625,4751.942,-9372.261,512
0.01171875,4773.401,-9375.94,512
0.01367188,4806.086,-9369.08,512
0.015625,4835.162,-9359.183,512
0.01757812,4830.549,-9353.903,512
0.01953125,4830.722,-9345.923,512
0.02148438,4834.199,-9345.41,512
0.0234375,4836.69,-9360.206,512
0.02539062,4851.53,-9371.636,512
0.02734375,4849.186,-9394.941,512
0.02929688,4856.292,-9416.443,512
0.03125,4874.285,-9444.695,512
0.03320312,4912.887,-9468.727,512
0.03515625,4952.473,-9493.213,512
0.03710938,4988.887,-9512.705,512
0.0390625,5020.713,-9547.849,512
0.04101562,5029.415,-9577.521,512
0.04296875,5021.989,-9597.649,512
0.04492188,5023.42,-9615.811,512
0.046875,5015.44,-9614.174,512
0.04882812,5001.479,-9613.937,512
0.05078125,4990.853,-9581.237,512
0.05273438,4955.416,-9564.276,512
0.0546875,4935.6,-9550.627,512
0.05664062,4915.003,-9517.198,512
0.05859375,4918.942,-9465.139,512
0.06054688,4890.674,-9428.22,512
0.0625,4845.481,-9410.761,512
0.06445312,4829.841,-9383.963,512
0.06640625,4810.672,-9379.581,512
0.06835938,4800.848,-9381.905,512
0.0703125,4815.359,-9362.076,512
0.07226562,4807.474,-9364.774,512
0.07421875,4814.107,-9358.7,512
0.07617188,4804.295,-9372.019,512
0.078125,4818.797,-9363.364,512
0.08007812,4820.982,-9362.392,512
0.08203125,4818.491,-9354.785,512
0.08398438,4815.449,-9350.248,512
0.0859375,4817.333,-9349.792,512
0.08789062,4812.816,-9356.59,512
0.08984375,4816.495,-9352.018,512
0.09179688,4818.835,-9352.527,512
0.09375,4811.289,-9357.803,512
0.09570312,4807.862,-9358.331,512
0.09765625,4811.026,-9361.644,512
0.09960938,4803.316,-9362.279,512
0.1015625,4813.836,-9348.818,512
0.1035156,4804.012,-9355.351,512
0.1054688,4800.86,-9355.523,512
0.1074219,4802.007,-9352.39,512
0.109375,4792.874,-9356.443,512
0.1113281,4804.613,-9356.81,512
0.1132812,4810.744,-9356.786,512
0.1152344,4809.748,-9362.347,512
0.1171875,4814.479,-9367.106,512
0.1191406,4824.548,-9356.994,512
0.1210938,4824.635,-9356.138,512
0.1230469,4817.868,-9365.311,512
0.125,4816.156,-9363.078,512
0.1269531,4810.693,-9368.054,512
0.1289062,4816.394,-9361.23,512
0.1308594,4814.061,-9360.961,512
0.1328125,4813.289,-9363.071,512
0.1347656,4829.194,-9349.61,512
0.1367188,4828.795,-9348.365,512
0.1386719,4816.654,-9360.021,512
0.140625,4809.327,-9355.18,512
0.1425781,4819.878,-9346.893,512
0.1445312,4812.539,-9361.902,512
0.1464844,4823.737,-9358.399,512
0.1484375,4839.072,-9351.903,512
0.1503906,4836.999,-9344.523,512
0.1523438,4825.652,-9358.08,512
0.1542969,4835.388,-9346.735,512
0.15625,4817.409,-9351.692,512
0.1582031,4812.069,-9358.79,512
0.1601562,4829.563,-9343.822,512
0.1621094,4834.204,-9345.458,512
0.1640625,4831.984,-9360.148,512
0.1660156,4829.817,-9360.35,512
0.1679688,4826.818,-9341.738,512
0.1699219,4845.151,-9332.86,512
0.171875,4853.038,-9340.413,512
0.1738281,4838.337,-9343.705,512
0.1757812,4842.452,-9336.072,512
0.1777344,4827.279,-9344.378,512
0.1796875,4818.249,-9346.812,512
0.1816406,4824.224,-9351.505,512
0.1835938,4842.111,-9352.75,512
0.1855469,4851.26,-9344.427,512
0.1875,4840.674,-9341.608,512
0.1894531,4831.569,-9344.898,512
0.1914062,4846.207,-9329.006,512
0.1933594,4841.583,-9342.975,512
0.1953125,4839.943,-9346.547,512
0.1972656,4844.352,-9363.456,512
0.1992188,4853.067,-9349.325,512
0.2011719,4836.162,-9342.799,512
0.203125,4846.058,-9340.07,512
0.2050781,4852.167,-9337.314,512
0.2070312,4845.179,-9332.482,512
0.2089844,4856.294,-9341.985,512
0.2109375,4854.532,-9352.651,512
0.2128906,4841.374,-9338.473,512
0.2148438,4841.988,-9352.282,512
0.2167969,4846.69,-9349.949,512
0.21875,4856.778,-9339.312,512
0.2207031,4854.72,-9339.24,512
0.2226562,4843.445,-9340.893,512
0.2246094,4830.5,-9344.364,512
0.2265625,4849.243,-9331.66,512
0.2285156,4831.797,-9351.295,512
0.2304688,4834.456,-9355.106,512
0.2324219,4855.771,-9345.224,512
0.234375,4855.6,-9352.561,512
0.2363281,4854.621,-9353.235,512
0.2382812,4862.881,-9343.896,512
0.2402344,4865.695,-9338.957,512
0.2421875,4861.395,-9339.307,512
0.2441406,4856.679,-9347.847,512
0.2460938,4882.938,-9340.768,512
0.2480469,4866.393,-9345.599,512
0.25,4876.366,-9347.575,512
0.2519531,4881.283,-9353.513,512
0.2539062,4869.292,-9355.034,512
0.2558594,4867.641,-9360.926,512
0.2578125,4882.617,-9354.645,512
0.2597656,4875.586,-9364.611,512
0.2617188,4881.389,-9362.465,512
0.2636719,4881.019,-9361.149,512
0.265625,4876.907,-9364.89,512
0.2675781,4883.855,-9353.574,512
0.2695312,4875.843,-9364.361,512
0.2714844,4899.007,-9349.676,512
0.2734375,4893.35,-9352.471,512
0.2753906,4883.277,-9360.499,512
0.2773438,4883.203,-9357.484,512
0.2792969,4889.377,-9359.437,512
0.28125,4877.852,-9373.726,512
0.2832031,4890.077,-9377.495,512
0.2851562,4899.563,-9355.688,512
0.2871094,4894.024,-9366.175,512
0.2890625,4905.444,-9356.053,512
0.2910156,4887.758,-9360.897,512
0.2929688,4905.059,-9362.812,512
0.2949219,4917.521,-9352.926,512
0.296875,4904.463,-9364.848,512
0.2988281,4905.99,-9349.9,512
0.3007812,4895.175,-9366.615,512
0.3027344,4902.208,-9370.787,512
0.3046875,4902.84,-9366.288,512
0.3066406,4894.371,-9377.388,512
0.3085938,4900.178,-9365.672,512
0.3105469,4891.48,-9377.074,512
0.3125,4903.336,-9379.095,512
0.3144531,4905.122,-9377.151,512
0.3164062,4909.15,-9371.162,512
0.3183594,4914.857,-9372.625,512
0.3203125,4924.375,-9367.606,512
0.3222656,4917.074,-9368.578,512
0.3242188,4906.794,-9383.503,512
0.3261719,4914.123,-9361.676,512
0.328125,4909.474,-9367.576,512
0.3300781,4914.828,-9372.731,512
0.3320312,4917.295,-9369.828,512
0.3339844,4918.601,-9366.065,512
0.3359375,4914.371,-9367.113,512
0.3378906,4905.162,-9357.301,512
0.3398438,4886.815,-9366.943,512
0.3417969,4880.351,-9361.439,512
0.34375,4885.532,-9357.646,512
0.3457031,4879.064,-9367.978,512
0.3476562,4889.598,-9352.092,512
0.3496094,4892.048,-9351.76,512
0.3515625,4896.543,-9353.408,512
0.3535156,4906.273,-9345.137,512
0.3554688,4893.973,-9359.286,512
0.3574219,4888.894,-9350.733,512
0.359375,4886.531,-9340.825,512
0.3613281,4874.594,-9353.315,512
0.3632812,4874.854,-9354.473,512
0.3652344,4879.613,-9346.328,512
0.3671875,4882.343,-9342.219,512
0.3691406,4885.56,-9339.249,512
0.3710938,4874.514,-9346.128,512
0.3730469,4874.29,-9345.084,512
0.375,4866.216,-9348.231,512
0.3769531,4866.451,-9357.766,512
0.3789062,4862.765,-9353.454,512
0.3808594,4854.113,-9364.207,512
0.3828125,4869.477,-9356.629,512
0.3847656,4858.867,-9358.225,512
0.3867188,4871.074,-9345.44,512
0.3886719,4873.082,-9334.672,512
0.390625,4856.884,-9339.282,512
0.3925781,4852.729,-9348.062,512
0.3945312,4841.433,-9360.089,512
0.3964844,4841.051,-9360.89,512
0.3984375,4855.287,-9347.536,512
0.4003906,4859.664,-9340.066,512
0.4023438,4852.328,-9332.406,512
0.4042969,4843.726,-9344.415,512
0.40625,4852.103,-9339.108,512
0.4082031,4840.513,-9353.312,512
0.4101562,4846.472,-9344.492,512
0.4121094,4849.962,-9341.095,512
0.4140625,4834.959,-9356.41,512
0.4160156,4845.321,-9344.608,512
0.4179688,4870.364,-9331.474,512
0.4199219,4859.067,-9324.517,512
0.421875,4834.452,-9345.934,512
0.4238281,4847.203,-9340.44,512
0.4257812,4853.045,-9349.734,512
0.4277344,4858.757,-9351.328,512
0.4296875,4863.247,-9340.76,512
0.4316406,4851.915,-9339.014,512
0.4335938,4839.625,-9339.868,512
0.4355469,4826.912,-9342.204,512
0.4375,4838.62,-9333.063,512
0.4394531,4851.865,-9339.718,512
0.4414062,4863.472,-9328.597,512
0.4433594,4861.186,-9341.179,512
0.4453125,4855.769,-9344.608,512
0.4472656,4853.496,-9350.499,512
0.4492188,4862.253,-9344.849,512
0.4511719,4852.837,-9350.197,512
0.453125,4854.725,-9344.354,512
0.4550781,4852.401,-9341.06,512
0.4570312,4862.035,-9339.729,512
0.4589844,4859.864,-9338.536,512
0.4609375,4860.003,-9344.305,512
0.4628906,4843.594,-9360.123,512
0.4648438,4835.72,-9360.634,512
0.4667969,4851.841,-9349.294,512
0.46875,4841.557,-9357.524,512
0.4707031,4842.463,-9359.697,512
0.4726562,4836.264,-9351.721,512
0.4746094,4825.065,-9357.778,512
0.4765625,4834.534,-9351.368,512
0.4785156,4834.267,-9361.276,512
0.4804688,4845.722,-9367.971,512
0.4824219,4839.928,-9366.239,512
0.484375,4835.699,-9363.287,512
0.4863281,4850.292,-9347.073,512
0.4882812,4845.859,-9353.121,512
0.4902344,4848.406,-9348.006,512
0.4921875,4860.261,-9345.209,512
0.4941406,4874.355,-9341.462,512
0.4960938,4872.316,-9354.745,512
0.4980469,4878.335,-9351.328,512
0.5,4871.268,-9350.071,512
0.5019531,4870.905,-9348.376,512
0.5039062,4856.957,-9357.938,512
0.5058594,4860.34,-9360.287,512
0.5078125,4865.852,-9355.17,512
0.5097656,4855.93,-9354.907,512
0.5117188,4858.884,-9348.608,512
0.5136719,4850.023,-9353.758,512
0.515625,4853.13,-9360.218,512
0.5175781,4873.666,-9352.384,512
0.5195312,4872.831,-9357.888,512
0.5214844,4895.742,-9336.56,512
